SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Single Family Residential,25181 Mistyridge,Mission Viejo,CA,92692,925000,6,3.5,MS - Mission Viejo South,3005,4500,1987,16,308,103,Active,,,CRMLS,OC19133523,N,Y,33.599091,-117.6390151
MLS Listing,,Single Family Residential,1675 N Beverly Glen Blvd,Los Angeles,CA,90077,1548888,2,2.5,Bel Air - Holmby Hills,1836,48144,1971,16,844,,Active,,,TheMLS,19-462728,N,Y,34.1009312,-118.4456763
MLS Listing,,Single Family Residential,16716 Martincoit Rd,Poway,CA,92064,1035000,4,3,Poway,3018,41000,1962,16,343,,Active,,,SDMLS,190031385,N,Y,33.016306,-117.040365
MLS Listing,,Single Family Residential,2604 Fulano Way,Las Vegas,NV,89102,799000,4,3.75,Rancho Bonito Unit #4,3942,12632,1985,16,203,,Active,,,GLVAR,2103092,N,Y,36.1496254,-115.1773134
MLS Listing,,Condo/Co-op,12141 Centralia St #304,Lakewood,CA,90715,369000,3,2,26 - Lakewood East,1093,62693,1984,16,338,320,Active,,,CRMLS,PW19130755,N,Y,33.8392405,-118.0728504
MLS Listing,,Townhouse,3305 Lake Crest Ct,Westlake Village,CA,91361,899000,3,3,WV - Westlake Village,2263,2077,1986,16,397,450,Active,,,CRMLS,BB19134092,N,Y,34.1346306,-118.8217401
MLS Listing,,Single Family Residential,5865 E Rogene St,Long Beach,CA,90815,699000,3,2,"34 - Los Altos, X-100",1450,6562,1954,17,482,,Active,,,CRMLS,SB19121339,N,Y,33.8060657,-118.1173198
MLS Listing,,Condo/Co-op,16169 W Sunset Blvd #106,Pacific Palisades,CA,90272,830000,2,1.75,Pacific Palisades,1127,11555,1974,17,736,425,Active,June-30-2019 01:00 PM,June-30-2019 04:00 PM,TheMLS,19-475188,N,Y,34.0488851,-118.5378066
MLS Listing,,Single Family Residential,7 Blue Jay Dr,Aliso Viejo,CA,92656,1325000,5,2.75,AV - Aliso Viejo,3552,10450,1993,17,373,97,Active,,,CRMLS,OC19132698,N,Y,33.5966148,-117.7348404
MLS Listing,,Single Family Residential,41176 Promenade Chardonnay,Temecula,CA,92591,459900,4,3,SRCAR - Southwest Riverside County,1964,7405,1997,17,234,110,Active,,,CRMLS,SW19133521,N,Y,33.5217783,-117.1003921
MLS Listing,,Single Family Residential,31534 Flying Cloud Dr,Laguna Niguel,CA,92677,1349000,3,2.5,LNSMT - Summit,2076,2145,1964,17,650,420,Active,,,CRMLS,OC19130897,N,Y,33.5049078,-117.7262268
MLS Listing,,Single Family Residential,21 Sixpence Way,Coronado,CA,92118,2700000,4,4,Coronado Cays,3342,5303,1990,17,808,129,Active,,,SDMLS,190031131,N,Y,32.6273706,-117.1347707
MLS Listing,,Single Family Residential,711 Loma Vista St,Pomona,CA,91768,888000,4,4,687 - Pomona,3117,25510,2006,17,285,,Active,,,CRMLS,CV19132680,N,Y,34.0734582,-117.763221
MLS Listing,,Single Family Residential,7561 Via Vivaldi,San Diego,CA,92127,1129000,4,2.5,Santaluz,2822,5992,2003,17,400,194,Active,,,SDMLS,190030999,N,Y,32.9922022,-117.1625267
MLS Listing,,Single Family Residential,8012 Farthings Hill Dr,Las Vegas,NV,89166,330000,4,2.75,Centennial Hills,1896,5227,2004,17,174,66,Active,,,GLVAR,2103659,N,Y,36.3072129,-115.3031819
MLS Listing,,Single Family Residential,21011 Monisha,Lake Forest,CA,92630,765000,4,2.5,LN - Lake Forest North,1959,5000,1981,18,391,88,Active,,,CRMLS,OC19130626,N,Y,33.6581102,-117.6765244
MLS Listing,,Condo/Co-op,5510 Owensmouth Ave #309,Woodland Hills,CA,91367,445000,2,2,WHLL - Woodland Hills,920,67649,1987,18,484,405,Active,,,CRMLS,BB19132426,N,Y,34.1714837,-118.6013341
MLS Listing,,Single Family Residential,3436 Mount Aachen Ave,San Diego,CA,92111,799990,3,3,Clairemont,1480,6000,1964,18,541,,Active,,,SDMLS,190030809,N,Y,32.8039431,-117.1823305
MLS Listing,,Condo/Co-op,383 S Marengo Ave #101,Pasadena,CA,91101,1175000,4,2.5,647 - Pasadena (SW),1860,38844,2017,18,632,428,Active,,,CRMLS,PF19131754,N,Y,34.1391528,-118.1460949
MLS Listing,,Single Family Residential,4248 Ivar Ave,Rosemead,CA,91770,550000,3,2.25,651 - Rosemead/S. San Gabriel,1082,5439,1929,18,508,,Active,,,CRMLS,PF19132009,N,Y,34.0839449,-118.0752538
MLS Listing,,Single Family Residential,5380 Dressage Dr,Bonita,CA,91902,750000,4,3,Bonita,2998,9458,1987,18,250,125,Active,,,SDMLS,190030790,N,Y,32.6671421,-117.0148805
MLS Listing,,Single Family Residential,1150 Jamacha Rd,El Cajon,CA,92019,599000,3,2.5,El Cajon,1892,22651,1960,18,317,,Active,,,SDMLS,190030774,N,Y,32.778047,-116.928381
MLS Listing,,Townhouse,2014 Hornblend St #2,San Diego,CA,92109,849000,3,3,Pacific Beach,1608,,2010,18,528,299,Active,,,SDMLS,190030755,N,Y,32.8008105,-117.2329111
MLS Listing,,Single Family Residential,5258 Bella Vista St,Santee,CA,92071,799000,3,2.5,Santee,2418,12300,2011,18,330,202,Active,,,SDMLS,190030736,N,Y,32.8333408,-116.9520579
MLS Listing,,Single Family Residential,22626 Marjorie Ave,Torrance,CA,90505,899000,3,2,129 - South Torrance,1428,5326,1953,19,630,,Active,,,CRMLS,SB19131094,N,Y,33.8228944,-118.3586817
MLS Listing,,Single Family Residential,411 Village Commons Blvd,Camarillo,CA,93012,684000,4,3.5,VC45 - Mission Oaks,2023,3670,2006,19,338,234,Active,,,CRISNet,SR19129628,N,Y,34.2080053,-119.0254211
MLS Listing,,Single Family Residential,5122 Hamer Ln,Placentia,CA,92870,935000,4,3.25,84 - Placentia,3100,7344,1962,19,302,,Active,,,CRMLS,PW19124338,N,Y,33.8874822,-117.8494128
MLS Listing,,Single Family Residential,3627 Lake Victoria Dr,North Las Vegas,NV,89032,260000,3,2,Terrace Farms,1637,6534,1996,20,159,40,Active,,,GLVAR,2092836,N,Y,36.2257782,-115.1564462
MLS Listing,,Condo/Co-op,4069 Nook Way Unit D,Las Vegas,NV,89103,174000,2,2,Flamingo Hgts-phase 1 2nd Amd,1141,,1984,20,152,148,Active,,,GLVAR,2102098,N,Y,36.1159291,-115.2116335
MLS Listing,,Single Family Residential,6261 Mythic Atlantis Ave,Las Vegas,NV,89139,315000,3,2.5,Coronado Ranch,1972,4792,2006,20,160,,Active,,,GLVAR,2102303,N,Y,36.0494167,-115.2286301
MLS Listing,,Single Family Residential,785 Sterling Hills Dr,Camarillo,CA,93010,1049900,5,4.5,VC43 - Las Posas Estates,3298,8272,1999,22,318,78,Active,,,CRMLS,BB19128589,N,Y,34.2444397,-119.0901042
MLS Listing,,Single Family Residential,8432 Bay Crest Dr,Las Vegas,NV,89128,460000,5,3.5,Desert Shores,3342,5663,1994,22,138,,Active,,,GLVAR,2101892,N,Y,36.2076203,-115.2773223
MLS Listing,,Single Family Residential,5704 Bowling Green Cir,Las Vegas,NV,89130,320000,3,2,Los Prados,2007,13939,1987,22,159,184,Active,,,GLVAR,2101626,N,Y,36.2577552,-115.2217529
MLS Listing,,Condo/Co-op,6120 Decena Dr #213,San Diego,CA,92120,265000,1,1,Del Cerro,670,27846,1996,23,396,240,Active,,,SDMLS,190030052,N,Y,32.7859875,-117.097033
MLS Listing,,Single Family Residential,716 W Upas St,San Diego,CA,92103,975000,4,3,Mission Hills,1882,3800,1990,23,518,,Active,,,SDMLS,190030029,N,Y,32.7409852,-117.1697868
MLS Listing,,Single Family Residential,41857 Niblick Rd,Temecula,CA,92591,444900,3,2,SRCAR - Southwest Riverside County,1760,6098,1999,23,253,100,Active,,,CRMLS,SW19127492,N,Y,33.5125196,-117.1162952
MLS Listing,,Condo/Co-op,2625 Pirineos Way #324,Carlsbad,CA,92009,459000,2,2,La Costa,1444,,1976,23,318,430,Active,,,SDMLS,190030005,N,Y,33.0872035,-117.2503635
MLS Listing,,Multi-Family (2-4 Unit),2788 Mission Blvd,San Diego,CA,92109,1425000,5,4,Mission Beach,1870,2608,1985,23,762,,Active,,,SDMLS,190030002,N,Y,32.76335,-117.251388
MLS Listing,,Single Family Residential,6351 Southwestern St,Chino,CA,91710,799999,4,3.5,681 - Chino,3508,6500,2015,23,228,180,Active,,,CRMLS,IV19126976,N,Y,33.9925178,-117.6661439
MLS Listing,,Condo/Co-op,25 Tuscany #24,Ladera Ranch,CA,92694,729900,3,2,LD - Ladera Ranch,2009,,2005,23,363,720,Active,,,CRMLS,OC19127312,N,Y,33.54104191,-117.6354363
MLS Listing,,Condo/Co-op,10155 Caminito Volar,San Diego,CA,92126,435000,3,1.5,Mira Mesa,1264,,1975,23,344,370,Active,,,SDMLS,190029944,N,Y,32.902574,-117.118912
MLS Listing,,Single Family Residential,23740 Cruise Circle Dr,Canyon Lake,CA,92587,649900,4,3.5,SRCAR - Southwest Riverside County,3333,10890,2002,23,195,256,Active,June-29-2019 01:00 PM,June-29-2019 04:00 PM,CRMLS,SW19126797,N,Y,33.6778442,-117.2439668
MLS Listing,,Condo/Co-op,25712 Le Parc #9,Lake Forest,CA,92630,339000,1,1,LN - Lake Forest North,733,,1983,23,462,357,Active,,,CRMLS,OC19126537,N,Y,33.6420867,-117.6795187
MLS Listing,,Single Family Residential,5699 Milgrove Way,Chino Hills,CA,91709,639900,4,3,682 - Chino Hills,2198,4000,2001,23,291,45,Active,June-24-2019 07:00 AM,June-24-2019 06:00 PM,CRMLS,IV19126110,N,Y,33.9606795,-117.6807568
MLS Listing,,Single Family Residential,2841 Searidge St,Malibu,CA,90265,1399000,5,4,Malibu,2297,5393,1950,23,609,,Active,June-26-2019 12:00 PM,June-26-2019 02:00 PM,TheMLS,19-460738,N,Y,34.0459846,-118.7411865
MLS Listing,,Single Family Residential,3057 E Chaparral St,Ontario,CA,91761,549900,4,2,686 - Ontario,2092,6600,1993,23,263,,Active,June-24-2019 07:00 AM,June-24-2019 06:00 PM,CRMLS,IV19126118,N,Y,34.0087781,-117.5828892
MLS Listing,,Single Family Residential,122 S Lime St,Orange,CA,92868,629000,2,2,OTO - Old Towne Orange,960,6360,1948,23,655,,Active,,,CRMLS,OC19125009,N,Y,33.787429,-117.8642332
MLS Listing,,Condo/Co-op,41591 Colada Ct,Palm Desert,CA,92260,325000,2,2,Casablanca,1608,3049,1980,23,202,420,Active,,,DAMLS,219015471,N,Y,33.7537459,-116.3748227
MLS Listing,,Multi-Family (2-4 Unit),3552 W 135th St,Hawthorne,CA,90250,1250000,7,4,109 - Ramona/Burleigh,3050,5908,1959,24,410,,Active,,,CRMLS,SB19126572,N,Y,33.9089534,-118.3348917
MLS Listing,,Single Family Residential,607 8th St,Huntington Beach,CA,92648,1549900,3,4,15 - West Huntington Beach,2557,2938,1989,24,606,,Active,,,CRMLS,OC19125632,N,Y,33.664224,-118.000728
MLS Listing,,Single Family Residential,27485 Abanico,Mission Viejo,CA,92691,725000,4,2,MN - Mission Viejo North,1650,7473,1978,24,439,20,Active,,,CRMLS,OC19125004,N,Y,33.6449334,-117.6510246
MLS Listing,,Single Family Residential,42010 Granado Pl,Temecula,CA,92590,1065000,5,4,SRCAR - Southwest Riverside County,3266,235660,2005,24,326,3,Active,,,CRMLS,SW19126127,N,Y,33.5210269,-117.206371
MLS Listing,,Condo/Co-op,74 Calle De Los Ninos,Rancho Santa Margarita,CA,92688,495000,2,2.5,R2 - Rancho Santa Margarita Central,911,,1995,24,543,150,Active,,,CRMLS,OC19123718,N,Y,33.6357293,-117.5943513
MLS Listing,,Single Family Residential,28334 Spring Creek Way,Menifee,CA,92585,465000,4,3,SRCAR - Southwest Riverside County,2844,7841,2009,24,164,70,Active,,,CRMLS,SW19125500,N,Y,33.7092219,-117.1370354
MLS Listing,,Townhouse,21900 Roscoe Blvd #8,Canoga Park,CA,91304,399900,3,3,CP - Canoga Park,1558,34612,1979,24,257,210,Active,,,CRMLS,BB19126180,N,Y,34.2190848,-118.6046417
MLS Listing,,Single Family Residential,30472 Gallup Ct,Menifee,CA,92584,389888,3,2.5,SRCAR - Southwest Riverside County,1893,7405,2013,24,206,128,Active,,,CRMLS,IV19125123,N,Y,33.6780722,-117.2197732
MLS Listing,,Single Family Residential,25833 Dove St,Corona,CA,92883,539888,4,3,248 - Corona,2410,5227,2015,24,224,67,Active,,,CRMLS,IV19125752,N,Y,33.7446835,-117.4552055
MLS Listing,,Condo/Co-op,1871 Black Mustard Ln,Carlsbad,CA,92011,659900,3,3.5,Aviara,1720,21818,2013,24,384,354,Active,,,SDMLS,190029511,N,Y,33.1066551,-117.2681939
MLS Listing,,Single Family Residential,2134 Cathryn Dr,Rosemead,CA,91770,635000,3,3,651 - Rosemead/S. San Gabriel,1408,7334,1962,24,451,,Active,,,CRMLS,PW19125576,N,Y,34.053009,-118.1057069
MLS Listing,,Condo/Co-op,2932 Lawrence St,San Diego,CA,92106,775000,2,2.5,Point Loma,1380,24193,1976,24,562,500,Active,,,SDMLS,190029499,N,Y,32.709802,-117.238177
MLS Listing,,Single Family Residential,81146 Camino Lampazos,Indio,CA,92203,399999,3,2,Indio North of East Valley,1756,6970,2015,24,228,265,Active,,,PALM,19-468916PS,N,Y,33.7697654,-116.248895
MLS Listing,,Single Family Residential,249 Mockingbird Ln,South Pasadena,CA,91030,2199000,4,3.5,658 - So. Pasadena,2448,6674,2019,24,898,,Active,,,CRMLS,OC19120888,N,Y,34.1231489,-118.1480836
MLS Listing,,Single Family Residential,39684 Via Galletas,Murrieta,CA,92562,589900,5,3.5,SRCAR - Southwest Riverside County,3411,8276,2001,25,173,,Active,June-30-2019 01:00 PM,June-30-2019 04:00 PM,CRMLS,SW19124419,N,Y,33.5807958,-117.1891763
MLS Listing,,Single Family Residential,1391 E Francis Dr,Palm Springs,CA,92262,488000,3,2,Palm Springs North End,1258,10019,1982,25,388,,Active,,,PALM,19-471422PS,N,Y,33.8556559,-116.5326998
MLS Listing,,Townhouse,13535 Ridley Rd,San Diego,CA,92129,699000,3,2.5,Rancho Penasquitos,1716,4030,1985,25,407,90,Active,,,SDMLS,190029355,N,Y,32.9589241,-117.1204316
MLS Listing,,Single Family Residential,4231 Hillcrest Dr,Los Angeles,CA,90008,929000,2,1.75,Park Hills Heights,1594,13040,1954,25,583,,Active,,,TheMLS,19-471460,N,Y,34.0086823,-118.3512809
MLS Listing,,Single Family Residential,1000 Linda Vista Ave,Pasadena,CA,91103,1549000,4,2.5,Pasadena NW,1882,7049,1952,25,823,,Active,,,PFAR,819002481,N,Y,34.1638782,-118.1747328
MLS Listing,,Condo/Co-op,5100 Riverton Ave #14,North Hollywood,CA,91601,649000,2,3,North Hollywood,1475,25324,1981,25,440,410,Active,,,TheMLS,19-470474,N,Y,34.1626479,-118.3655755
MLS Listing,,Single Family Residential,26191 Buscador,Mission Viejo,CA,92692,799900,3,2.5,MS - Mission Viejo South,1913,5000,1980,25,418,102,Active,,,CRMLS,OC19124316,N,Y,33.5827844,-117.6508871
MLS Listing,,Single Family Residential,5171 Salisbury Way,Ontario,CA,91762,599888,4,2.5,686 - Ontario,2900,6716,2017,25,207,138,Active,,,CRMLS,IV19124625,N,Y,33.9793083,-117.5905602
MLS Listing,,Single Family Residential,1577 Elm Dr,Vista,CA,92084,649900,3,2,Vista,2457,24393,1970,25,265,,Active,,,SDMLS,190029263,N,Y,33.2151611,-117.2143869
MLS Listing,,Single Family Residential,140 S Sparks St,Burbank,CA,91506,1149999,3,2.75,Burbank,2450,6750,1938,25,469,,Active,,,TheMLS,19-470378,N,Y,34.1666918,-118.3211954
MLS Listing,,Condo/Co-op,301 N Belmont St #305,Glendale,CA,91206,699999,3,2,628 - Glendale-South of 134 Fwy,1721,27319,1980,26,407,375,Active,,,CRMLS,BB19124094,N,Y,34.1502176,-118.2433142
MLS Listing,,Townhouse,4330 Pacifica Way #2,Oceanside,CA,92056,564900,3,2.5,Oceanside,1797,36806,2016,26,314,295,Active,,,SDMLS,190029171,N,Y,33.2173218,-117.30104
MLS Listing,,Single Family Residential,7610 N Honor Way,Van Nuys,CA,91405,589900,4,3,VN - Van Nuys,1574,2091,2016,26,375,20,Active,,,CRMLS,BB19123787,N,Y,34.2089428,-118.4636913
MLS Listing,,Condo/Co-op,8619 Via Mallorca Unit B,La Jolla,CA,92037,685000,2,2,La Jolla,1231,,1995,26,556,324,Active,,,SDMLS,190029085,N,Y,32.8631913,-117.2312652
MLS Listing,,Single Family Residential,11590 Welk Ave,Pacoima,CA,91331,445000,3,2,PAC - Pacoima,1300,6676,1957,29,342,,Active,,,CRMLS,BB19122769,N,Y,34.2809909,-118.4150096
MLS Listing,,Condo/Co-op,540 Palomar Ave,La Jolla,CA,92037,1000000,2,1,La Jolla,759,,1947,29,1318,,Active,,,SDMLS,190028808,N,Y,32.827609,-117.274137
MLS Listing,,Single Family Residential,23209 Village 23,Camarillo,CA,93012,649000,3,2,VC45 - Mission Oaks,1775,2613,1978,29,366,521,Active,,,CRMLS,BB19122418,N,Y,34.220262,-118.987097
MLS Listing,,Condo/Co-op,6652 Bell Bluff Ave Unit A,San Diego,CA,92119,329900,2,1,San Carlos,806,,1972,30,409,280,Active,,,SDMLS,190028762,N,Y,32.814992,-117.053453
MLS Listing,,Condo/Co-op,591 S Sierra Ave #47,Solana Beach,CA,92075,1399000,3,2.5,Solana Beach,1608,,1974,30,870,475,Active,,,SDMLS,190028720,N,Y,32.9838837,-117.2724415
MLS Listing,,Single Family Residential,115 Alta Mesa Dr,Vista,CA,92084,789900,4,2.5,Vista,2746,32234,1985,30,288,,Active,June-29-2019 01:00 PM,June-29-2019 04:00 PM,SDMLS,190028705,N,Y,33.2066321,-117.2162359
MLS Listing,,Single Family Residential,15156 Ironwood St,Lake Elsinore,CA,92530,389900,4,2.75,SRCAR - Southwest Riverside County,2037,7405,1993,30,191,,Active,June-24-2019 07:00 AM,June-24-2019 06:00 PM,CRMLS,SW19121708,N,Y,33.6828614,-117.3873777
MLS Listing,,Single Family Residential,3816 Lake Park St,Fallbrook,CA,92028,559000,4,2.5,Fallbrook,2414,6106,2008,30,232,72,Active,,,SDMLS,190028667,N,Y,33.3200956,-117.1506711
MLS Listing,,Single Family Residential,9 Via Santander,San Clemente,CA,92673,929995,3,2.5,TL - Talega,2567,4714,2004,30,362,205,Active,June-29-2019 12:00 PM,June-29-2019 03:00 PM,CRMLS,OC19118767,N,Y,33.470829,-117.602386
MLS Listing,,Single Family Residential,1872 Country Pl,Ojai,CA,93023,724900,3,2,VC11 - Ojai,2044,15420,1977,30,355,,Active,,,CRMLS,BB19120924,N,Y,34.4249673,-119.2858485
MLS Listing,,Single Family Residential,2518 Earl Ave,Long Beach,CA,90806,610000,3,2,5 - Wrigley Area,1314,4037,1937,30,464,,Active,,,CRMLS,SB19118433,N,Y,33.8029515,-118.1914137
MLS Listing,,Single Family Residential,21201 Granite Wells Dr,Walnut,CA,91789,999888,5,3,668 - Walnut,3028,9588,1989,30,330,,Active,,,CRMLS,BB19120789,N,Y,34.0539219,-117.8438038
MLS Listing,,Single Family Residential,2298 Mildura Ave,Upland,CA,91784,849999,4,3,690 - Upland,3390,11747,1992,30,251,,Active,,,CRMLS,IV19118953,N,Y,34.1466219,-117.6711118
MLS Listing,,Condo/Co-op,45690 Pawnee Rd,Indian Wells,CA,92210,444000,2,1.5,Indian Wells C.C.,1864,2178,1969,30,238,625,Active,,,DAMLS,219014907,N,Y,33.717306,-116.325343
MLS Listing,,Single Family Residential,1118 Orangewood Dr,Escondido,CA,92025,899999,4,5,Southeast Escondido,3352,49222,1978,30,268,,Active,,,SDMLS,190028556,N,Y,33.0926436,-117.0464227
MLS Listing,,Single Family Residential,9475 Mast Blvd,Santee,CA,92071,575000,4,2,Santee,1846,7000,1960,31,311,,Active,,,SDMLS,190028429,N,Y,32.8524791,-116.9949458
MLS Listing,,Single Family Residential,4131 W 163rd St,Lawndale,CA,90260,629000,2,1,113 - South Lawndale,720,5330,1949,31,874,,Active,,,CRMLS,SB19120783,N,Y,33.8828733,-118.3472221
MLS Listing,,Condo/Co-op,100 S Alameda St #214,Los Angeles,CA,90012,525000,1,1,C42 - Downtown L.A.,735,138016,2005,31,714,455,Active,,,CRMLS,BB19120583,N,Y,34.0480007,-118.2375259
MLS Listing,,Condo/Co-op,530 K St #817,San Diego,CA,92101,433000,1,1,Downtown,661,,2005,31,655,538,Active,,,SDMLS,190028292,N,Y,32.7086491,-117.1596467
MLS Listing,,Single Family Residential,6273 Estelle St,San Diego,CA,92115,637000,4,2,San Diego,1460,6400,1961,31,436,,Active,,,SDMLS,190028257,N,Y,32.7585425,-117.0626288
MLS Listing,,Single Family Residential,14834 Lilac Rd,Panorama City,CA,91402,569000,4,3.75,PC - Panorama City,1953,1653,2018,31,291,108,Active,,,CRMLS,BB19120522,N,Y,34.235069,-118.456504
MLS Listing,,Single Family Residential,26424 Castle Ln,Murrieta,CA,92563,509900,5,3,SRCAR - Southwest Riverside County,3483,7405,2002,31,146,,Active,,,CRMLS,SW19120051,N,Y,33.5498874,-117.1584371
MLS Listing,,Single Family Residential,8825 Weston Rd,Santee,CA,92071,969000,4,3.5,Santee,3150,6272,2018,31,308,318,Active,,,SDMLS,190028235,N,Y,32.856354,-117.010836
MLS Listing,,Single Family Residential,27807 Paddleboat Ct,Menifee,CA,92585,421900,3,3,SRCAR - Southwest Riverside County,2255,6970,2017,31,187,70,Active,,,CRMLS,SW19118794,N,Y,33.7163777,-117.1423047
MLS Listing,,Single Family Residential,1171 N 2nd St,Colton,CA,92324,399000,4,2,273 - Colton,1701,8505,1961,31,235,,Active,,,CRMLS,EV19118903,N,Y,34.0792091,-117.3321972
MLS Listing,,Townhouse,18701 Hatteras St #5,Tarzana,CA,91356,499000,2,3,TAR - Tarzana,1843,46187,1981,32,271,487,Active,,,CRMLS,BB19109998,N,Y,34.1778948,-118.5409952
MLS Listing,,Single Family Residential,28271 Oak Springs Canyon Rd,Canyon Country,CA,91387,799000,4,2,SAND - Sand Canyon,2178,165895,1954,32,367,,Active,,,CRMLS,BB19120113,N,Y,34.41845,-118.414465
MLS Listing,,Single Family Residential,649 E Desert Willow Rd,Azusa,CA,91702,899900,4,3.5,607 - Azusa,3174,6151,2016,32,284,139,Active,,,CRMLS,PF19119010,N,Y,34.1445789,-117.8981238
MLS Listing,,Single Family Residential,5303 Vergara St,San Diego,CA,92117,649000,3,2.5,Clairemont,1588,5900,1960,32,409,,Active,,,SDMLS,190028115,N,Y,32.8279815,-117.1773682
MLS Listing,,Single Family Residential,4432 E 4th St,Long Beach,CA,90814,699990,3,1.75,"2 - Belmont Heights, Alamitos Heights",1183,2392,1923,32,592,,Active,,,CRMLS,PW19086409,N,Y,33.7715247,-118.1407261
MLS Listing,,Condo/Co-op,645 W 9th St #242,Los Angeles,CA,90015,679000,2,2,C42 - Downtown L.A.,1030,74720,2006,32,659,950,Active,,,CRMLS,BB19119565,N,Y,34.0458143,-118.2605963
MLS Listing,,Single Family Residential,3307 Garden Terrace Ln,Hacienda Hts,CA,91745,700000,4,2.5,631 - Hacienda Heights,2424,5851,1975,33,289,247,Active,,,CRMLS,PF19118212,N,Y,33.980791,-117.9814275
MLS Listing,,Single Family Residential,916 S Avenida Evelita,Palm Springs,CA,92264,389900,4,2.5,Palm Springs South End,1555,6970,1956,36,251,,Active,,,PALM,19-468072PS,N,Y,33.8098274,-116.5023893
MLS Listing,,Single Family Residential,5324 Doris Way,Torrance,CA,90505,1130000,4,2.5,129 - South Torrance,1820,6619,1948,36,621,,Active,,,CRMLS,SB19098309,N,Y,33.814814,-118.3711407
MLS Listing,,Condo/Co-op,20235 Keswick St #318,Winnetka,CA,91306,358000,2,2,WIN - Winnetka,1021,75697,1982,37,351,389,Active,,,CRMLS,BB19116439,N,Y,34.2099536,-118.574077
MLS Listing,,Condo/Co-op,1551 4Th Ave #410,San Diego,CA,92101,409999,1,1,Downtown,780,15034,1996,37,526,620,Active,,,SDMLS,190027356,N,Y,32.7216553,-117.1608238
MLS Listing,,Condo/Co-op,6275 Rancho Mission Rd #311,San Diego,CA,92108,279990,1,1,Mission Valley,675,,1979,37,415,340,Active,,,SDMLS,190027326,N,Y,32.7870673,-117.1076596
MLS Listing,,Single Family Residential,1800 Vista Marea,San Clemente,CA,92673,1599900,4,4,FR - Forster Ranch,3296,6893,2003,37,485,250,Active,,,CRMLS,OC19114649,N,Y,33.4580823,-117.6210911
MLS Listing,,Single Family Residential,31584 Paseo Goleta,Temecula,CA,92592,539900,4,3.5,SRCAR - Southwest Riverside County,2854,7405,1990,37,189,40,Active,,,CRMLS,SW19116085,N,Y,33.5108328,-117.1065325
MLS Listing,,Single Family Residential,1254 Cruzero St,Ojai,CA,93023,830000,3,2.5,VC11 - Ojai,2030,18221,1957,37,409,,Active,,,CRMLS,BB19115554,N,Y,34.4330115,-119.2862161
MLS Listing,,Single Family Residential,3466 Corte Fresa,Carlsbad,CA,92009,1199000,5,3.5,Carlsbad South,3369,9902,2006,37,356,235,Active,,,SDMLS,190027233,N,Y,33.0872598,-117.2266178
MLS Listing,,Single Family Residential,370 La Soledad Way,Oceanside,CA,92057,638888,5,2.5,Oceanside,2872,5608,2002,37,222,127,Active,,,SDMLS,190027197,N,Y,33.2325695,-117.2988164
MLS Listing,,Single Family Residential,7531 Wellington Pl,Rancho Cucamonga,CA,91730,724995,3,2.5,688 - Rancho Cucamonga,3631,6000,2002,37,200,,Active,,,CRMLS,IV19114862,N,Y,34.1171937,-117.5551566
MLS Listing,,Single Family Residential,16129 Retreat Ave,Chino,CA,91708,615000,4,3,681 - Chino,2629,5178,2016,37,234,142,Active,,,CRMLS,IV19112318,N,Y,33.9608769,-117.6343302
MLS Listing,,Condo/Co-op,9929 Azuaga St Unit F101,San Diego,CA,92129,329000,2,1,Rancho Penasquitos,750,147503,1992,37,439,325,Active,,,SDMLS,190027151,N,Y,32.9589306,-117.1103387
MLS Listing,,Single Family Residential,2132 Stevely Ave,Long Beach,CA,90815,729900,4,2,"33 - Lakewood Plaza, Rancho",1399,5844,1954,37,522,,Active,,,CRMLS,PW19115175,N,Y,33.7945633,-118.0913498
MLS Listing,,Townhouse,16941 Canyon Ln,Huntington Beach,CA,92649,599900,3,2,17 - Northwest Huntington Beach,1330,1010,1966,37,451,230,Active,,,CRMLS,OC19109906,N,Y,33.7160213,-118.0358763
MLS Listing,,Single Family Residential,23210 Twin Canyon Dr,Grand Terrace,CA,92313,1228000,5,5,266 - Grand Terrace,4829,30000,2010,37,254,,Active,,,CRMLS,EV19115401,N,Y,34.0412505,-117.2986328
MLS Listing,,Condo/Co-op,7543 W Liberty Pkwy #646,Fontana,CA,92336,333000,2,2,264 - Fontana,1380,2105,1994,37,241,390,Active,,,CRMLS,EV19114491,N,Y,34.1175114,-117.5079435
MLS Listing,,Single Family Residential,13213 Palmira Dr,Rancho Cucamonga,CA,91739,568000,4,3,688 - Rancho Cucamonga,2281,5635,2009,37,249,,Active,,,CRMLS,EV19114483,N,Y,34.1136922,-117.5163556
MLS Listing,,Condo/Co-op,5009 Woodman Ave #306,Sherman Oaks,CA,91423,609000,2,2,Sherman Oaks,1240,41935,1978,38,491,426,Active,,,TheMLS,19-467160,N,Y,34.1617309,-118.4316444
